Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2023-04-05,S001,P0003,Food,North,186,101,57,93.45,71.16,10,Snowy,0,63.18,Spring
2023-04-06,S001,P0003,Food,North,380,110,117,109.65,71.07,10,Rainy,0,72.84,Spring
2023-04-07,S001,P0003,Food,North,238,177,130,167.46,67.69,15,Rainy,1,75.52,Spring
2023-04-08,S001,P0003,Food,North,364,118,137,117.69,73.5,5,Sunny,0,74.17,Spring
2023-04-09,S001,P0003,Food,North,428,192,189,197.76,71.83,15,Sunny,1,73.93,Spring
2023-04-10,S001,P0003,Food,North,89,102,18,104.65,72.56,20,Cloudy,0,70.92,Spring
2023-04-11,S001,P0003,Food,North,220,96,38,89.54,70.74,0,Snowy,0,63.37,Spring
2023-04-12,S001,P0003,Food,North,98,94,163,92.94,68.94,15,Snowy,0,67.47,Spring
2023-04-13,S001,P0003,Food,North,427,102,23,92.0,71.55,15,Cloudy,0,76.83,Spring
2023-04-14,S001,P0003,Food,North,72,98,82,101.59,73.73,0,Snowy,0,65.42,Spring
2023-04-15,S001,P0003,Food,North,408,182,14,183.35,72.54,5,Cloudy,1,74.76,Spring
2023-04-16,S001,P0003,Food,North,472,127,76,137.36,74.04,20,Snowy,0,78.22,Spring
2023-04-17,S001,P0003,Food,North,252,159,197,143.39,68.9,0,Cloudy,1,74.98,Spring
2023-04-18,S001,P0003,Food,North,243,95,18,97.34,67.68,0,Sunny,0,75.27,Spring
2023-04-19,S001,P0003,Food,North,164,91,5,84.53,71.21,15,Cloudy,0,68.37,Spring
2023-04-20,S001,P0003,Food,North,101,98,194,103.12,71.4,10,Sunny,0,63.74,Spring
2023-04-21,S001,P0003,Food,North,438,90,3,87.41,71.33,15,Sunny,0,72.36,Spring
2023-04-22,S001,P0003,Food,North,488,113,166,101.83,70.23,15,Sunny,0,63.12,Spring
2023-04-23,S001,P0003,Food,North,393,116,130,124.86,69.87,0,Rainy,0,73.89,Spring
2023-04-24,S001,P0003,Food,North,95,152,112,151.11,71.99,0,Sunny,1,66.65,Spring
2023-04-25,S001,P0003,Food,North,368,84,112,88.18,69.97,15,Snowy,0,74.49,Spring
2023-04-26,S001,P0003,Food,North,390,95,56,103.44,70.41,10,Sunny,0,70.8,Spring
2023-04-27,S001,P0003,Food,North,92,149,118,160.01,73.88,5,Sunny,1,69.41,Spring
2023-04-28,S001,P0003,Food,North,71,135,104,126.89,67.97,20,Cloudy,1,68.0,Spring
2023-04-29,S001,P0003,Food,North,155,116,192,123.39,70.68,15,Rainy,0,75.9,Spring
2023-04-30,S001,P0003,Food,North,88,109,198,107.08,71.19,15,Cloudy,0,74.02,Spring
2023-05-01,S001,P0003,Food,North,360,87,9,86.13,73.67,10,Cloudy,0,73.57,Spring
2023-05-02,S001,P0003,Food,North,320,108,108,116.61,69.15,5,Rainy,0,72.23,Spring
2023-05-03,S001,P0003,Food,North,92,90,153,83.7,68.94,5,Sunny,0,65.57,Spring
2023-05-04,S001,P0003,Food,North,435,94,147,99.56,70.38,20,Snowy,0,63.16,Spring
2023-05-05,S001,P0003,Food,North,329,108,13,116.06,69.23,10,Snowy,0,74.72,Spring
2023-05-06,S001,P0003,Food,North,254,113,151,121.46,71.55,5,Snowy,0,67.45,Spring
2023-05-07,S001,P0003,Food,North,91,145,155,150.27,70.09,10,Snowy,0,75.12,Spring
2023-05-08,S001,P0003,Food,North,91,111,93,106.2,70.19,5,Snowy,0,73.89,Spring
2023-05-09,S001,P0003,Food,North,425,86,198,83.92,69.41,0,Rainy,0,68.73,Spring
2023-05-10,S001,P0003,Food,North,102,110,99,104.0,73.83,20,Snowy,0,73.8,Spring
2023-05-11,S001,P0003,Food,North,183,95,47,93.82,67.34,20,Snowy,0,71.74,Spring
2023-05-12,S001,P0003,Food,North,214,144,124,146.77,73.11,5,Rainy,1,70.26,Spring
2023-05-13,S001,P0003,Food,North,457,156,131,161.13,73.86,20,Sunny,1,68.15,Spring
2023-05-14,S001,P0003,Food,North,225,116,32,122.13,70.38,0,Snowy,0,72.73,Spring
2023-05-15,S001,P0003,Food,North,160,102,14,112.19,70.32,20,Sunny,0,63.81,Spring
2023-05-16,S001,P0003,Food,North,105,101,150,110.35,71.41,10,Sunny,0,65.88,Spring
2023-05-17,S001,P0003,Food,North,237,92,69,83.99,71.49,5,Sunny,0,72.25,Spring
2023-05-18,S001,P0003,Food,North,294,98,78,93.38,70.93,15,Snowy,0,71.12,Spring
2023-05-19,S001,P0003,Food,North,279,99,169,89.4,72.96,5,Rainy,0,65.16,Spring
2023-05-20,S001,P0003,Food,North,114,113,14,108.84,70.66,20,Snowy,0,77.02,Spring
2023-05-21,S001,P0003,Food,North,366,122,9,117.21,71.15,0,Sunny,0,68.02,Spring
2023-05-22,S001,P0003,Food,North,272,101,22,97.22,69.27,10,Sunny,0,69.72,Spring
2023-05-23,S001,P0003,Food,North,172,145,63,153.69,70.54,0,Rainy,1,76.03,Spring
2023-05-24,S001,P0003,Food,North,247,96,29,87.45,68.52,10,Snowy,0,73.58,Spring
2023-05-25,S001,P0003,Food,North,436,99,8,105.13,73.87,15,Rainy,0,81.53,Spring
2023-05-26,S001,P0003,Food,North,291,93,129,84.81,72.54,5,Snowy,0,75.61,Spring
2023-05-27,S001,P0003,Food,North,163,126,146,122.64,73.65,10,Cloudy,0,67.63,Spring
2023-05-28,S001,P0003,Food,North,362,118,177,109.06,73.73,5,Rainy,0,80.98,Spring
2023-05-29,S001,P0003,Food,North,383,88,195,83.19,71.49,0,Cloudy,0,76.32,Spring
2023-05-30,S001,P0003,Food,North,380,122,157,134.01,69.57,10,Snowy,1,67.4,Spring
2023-05-31,S001,P0003,Food,North,72,100,46,97.86,68.91,5,Rainy,0,70.2,Spring
2023-06-01,S001,P0003,Food,North,336,153,84,147.99,70.81,5,Snowy,0,67.15,Summer
2023-06-02,S001,P0003,Food,North,470,150,104,135.29,72.24,5,Cloudy,0,72.86,Summer
2023-06-03,S001,P0003,Food,North,319,161,37,148.32,67.29,0,Snowy,0,67.01,Summer
2023-06-04,S001,P0003,Food,North,319,135,161,134.55,73.16,5,Snowy,0,64.44,Summer
2023-06-05,S001,P0003,Food,North,496,168,18,180.06,70.24,10,Cloudy,0,74.71,Summer
2023-06-06,S001,P0003,Food,North,399,161,148,147.14,69.92,10,Snowy,0,65.14,Summer
2023-06-07,S001,P0003,Food,North,185,143,3,154.75,68.47,15,Snowy,0,61.05,Summer
2023-06-08,S001,P0003,Food,North,122,174,3,179.19,67.53,20,Snowy,0,69.77,Summer
2023-06-09,S001,P0003,Food,North,363,164,18,149.35,67.91,0,Sunny,0,60.57,Summer
2023-06-10,S001,P0003,Food,North,250,200,141,206.92,69.41,15,Cloudy,0,70.51,Summer
2023-06-11,S001,P0003,Food,North,190,171,189,184.08,68.22,5,Sunny,0,67.79,Summer
2023-06-12,S001,P0003,Food,North,112,158,189,172.41,72.05,10,Rainy,0,70.32,Summer
2023-06-13,S001,P0003,Food,North,304,125,91,115.66,71.8,0,Sunny,0,74.57,Summer
2023-06-14,S001,P0003,Food,North,489,155,171,153.02,67.68,0,Snowy,0,72.09,Summer
2023-06-15,S001,P0003,Food,North,69,203,32,220.65,68.62,0,Rainy,1,68.17,Summer
2023-06-16,S001,P0003,Food,North,242,162,149,168.28,72.93,15,Rainy,0,71.26,Summer
2023-06-17,S001,P0003,Food,North,160,175,64,158.86,72.25,10,Cloudy,0,77.99,Summer
2023-06-18,S001,P0003,Food,North,406,163,118,154.56,71.03,15,Sunny,0,66.78,Summer
2023-06-19,S001,P0003,Food,North,179,132,22,132.11,69.23,20,Snowy,0,64.93,Summer
2023-06-20,S001,P0003,Food,North,242,249,145,271.89,71.15,0,Sunny,1,72.92,Summer
2023-06-21,S001,P0003,Food,North,159,141,195,137.71,67.53,15,Cloudy,0,70.23,Summer
2023-06-22,S001,P0003,Food,North,189,171,189,162.96,70.41,15,Snowy,0,71.05,Summer
2023-06-23,S001,P0003,Food,North,330,170,10,174.97,72.8,5,Rainy,0,65.43,Summer
2023-06-24,S001,P0003,Food,North,492,190,71,202.52,68.21,0,Cloudy,0,67.68,Summer
2023-06-25,S001,P0003,Food,North,193,189,32,187.3,70.53,0,Rainy,0,77.48,Summer
2023-06-26,S001,P0003,Food,North,201,175,110,178.53,72.76,10,Snowy,0,72.72,Summer
2023-06-27,S001,P0003,Food,North,377,153,22,156.77,68.55,20,Rainy,0,73.58,Summer
2023-06-28,S001,P0003,Food,North,421,223,12,222.29,69.08,15,Cloudy,1,61.09,Summer
2023-06-29,S001,P0003,Food,North,64,151,9,138.49,71.63,15,Sunny,0,78.91,Summer
2023-06-30,S001,P0003,Food,North,303,146,174,138.31,71.44,0,Rainy,0,63.02,Summer
2023-07-01,S001,P0003,Food,North,379,168,53,159.99,74.04,5,Sunny,0,69.5,Summer
2023-07-02,S001,P0003,Food,North,291,204,42,191.4,73.75,15,Sunny,0,80.97,Summer
2023-07-03,S001,P0003,Food,North,411,143,124,145.06,67.72,20,Sunny,0,67.59,Summer
2023-07-04,S001,P0003,Food,North,327,141,56,136.05,72.67,10,Rainy,0,68.88,Summer
2023-07-05,S001,P0003,Food,North,408,152,150,151.59,72.0,5,Cloudy,0,78.34,Summer
2023-07-06,S001,P0003,Food,North,326,141,63,143.02,73.95,5,Snowy,0,76.15,Summer
2023-07-07,S001,P0003,Food,North,414,155,96,148.99,73.56,10,Sunny,0,68.96,Summer
2023-07-08,S001,P0003,Food,North,431,185,14,193.54,70.85,0,Sunny,0,74.88,Summer
2023-07-09,S001,P0003,Food,North,174,298,178,310.58,73.37,10,Sunny,1,79.7,Summer
2023-07-10,S001,P0003,Food,North,125,140,50,136.59,70.67,10,Rainy,0,63.83,Summer
2023-07-11,S001,P0003,Food,North,425,141,81,132.84,74.27,5,Sunny,0,69.52,Summer
2023-07-12,S001,P0003,Food,North,372,159,110,148.69,68.87,0,Sunny,0,64.82,Summer
2023-07-13,S001,P0003,Food,North,195,159,181,167.19,68.05,10,Cloudy,0,64.18,Summer
2023-07-14,S001,P0003,Food,North,480,130,102,130.48,72.45,0,Sunny,0,68.86,Summer
2023-07-15,S001,P0003,Food,North,260,177,30,174.18,70.36,5,Sunny,0,76.64,Summer
2023-07-16,S001,P0003,Food,North,374,279,56,256.74,67.98,10,Cloudy,1,75.26,Summer
2023-07-17,S001,P0003,Food,North,414,156,89,168.33,68.18,20,Sunny,0,68.94,Summer
2023-07-18,S001,P0003,Food,North,152,159,123,152.15,67.77,10,Cloudy,0,65.62,Summer
2023-07-19,S001,P0003,Food,North,319,127,185,133.44,72.18,5,Snowy,0,77.02,Summer
2023-07-20,S001,P0003,Food,North,271,255,90,253.99,73.09,5,Sunny,1,78.57,Summer
2023-07-21,S001,P0003,Food,North,355,160,109,172.93,73.72,5,Cloudy,0,74.65,Summer
2023-07-22,S001,P0003,Food,North,167,236,197,212.42,68.6,20,Cloudy,1,61.17,Summer
2023-07-23,S001,P0003,Food,North,427,175,68,161.92,70.41,5,Snowy,0,62.36,Summer
2023-07-24,S001,P0003,Food,North,306,146,64,149.1,67.92,0,Rainy,0,61.47,Summer
2023-07-25,S001,P0003,Food,North,346,159,157,170.34,70.98,0,Cloudy,0,71.91,Summer
2023-07-26,S001,P0003,Food,North,306,151,159,153.65,67.71,10,Sunny,0,70.2,Summer
2023-07-27,S001,P0003,Food,North,378,157,183,161.1,74.09,15,Sunny,0,80.98,Summer
2023-07-28,S001,P0003,Food,North,95,243,169,244.29,67.47,10,Cloudy,1,59.46,Summer
2023-07-29,S001,P0003,Food,North,129,171,93,158.0,74.14,0,Rainy,0,69.38,Summer
2023-07-30,S001,P0003,Food,North,263,161,73,166.2,73.01,10,Snowy,0,74.3,Summer
2023-07-31,S001,P0003,Food,North,286,145,180,132.84,73.35,20,Rainy,0,78.34,Summer
2023-08-01,S001,P0003,Food,North,168,151,126,148.73,73.12,10,Rainy,0,66.5,Summer
2023-08-02,S001,P0003,Food,North,417,136,114,137.54,72.03,0,Cloudy,0,71.97,Summer
2023-08-03,S001,P0003,Food,North,222,156,153,146.55,74.22,5,Cloudy,0,77.86,Summer
2023-08-04,S001,P0003,Food,North,470,142,65,141.44,71.08,20,Sunny,0,77.15,Summer
2023-08-05,S001,P0003,Food,North,121,185,170,182.13,70.93,20,Sunny,0,66.9,Summer
2023-08-06,S001,P0003,Food,North,190,171,18,177.27,69.82,10,Sunny,0,69.85,Summer
2023-08-07,S001,P0003,Food,North,80,154,32,166.16,71.63,10,Sunny,0,69.03,Summer
2023-08-08,S001,P0003,Food,North,225,164,125,166.93,67.82,15,Sunny,0,60.68,Summer
2023-08-09,S001,P0003,Food,North,99,154,80,159.87,69.02,20,Cloudy,0,64.33,Summer
2023-08-10,S001,P0003,Food,North,232,158,56,161.07,74.12,5,Snowy,0,73.17,Summer
2023-08-11,S001,P0003,Food,North,485,150,66,140.45,71.1,15,Snowy,0,74.75,Summer
2023-08-12,S001,P0003,Food,North,77,199,180,185.01,72.14,20,Snowy,0,72.61,Summer
2023-08-13,S001,P0003,Food,North,235,166,58,150.17,68.55,10,Cloudy,0,63.79,Summer
2023-08-14,S001,P0003,Food,North,238,159,121,167.76,69.23,0,Rainy,0,73.44,Summer
2023-08-15,S001,P0003,Food,North,326,157,170,147.43,72.63,5,Sunny,0,71.91,Summer
2023-08-16,S001,P0003,Food,North,78,156,59,171.09,70.77,15,Sunny,0,67.72,Summer
2023-08-17,S001,P0003,Food,North,93,154,143,155.77,67.53,0,Snowy,0,69.97,Summer
2023-08-18,S001,P0003,Food,North,334,163,68,147.95,69.62,0,Snowy,0,67.92,Summer
2023-08-19,S001,P0003,Food,North,467,178,176,175.84,69.68,20,Snowy,0,65.49,Summer
2023-08-20,S001,P0003,Food,North,169,196,66,211.04,73.01,20,Sunny,0,67.23,Summer
2023-08-21,S001,P0003,Food,North,162,156,124,161.27,70.82,15,Snowy,0,76.48,Summer
2023-08-22,S001,P0003,Food,North,171,134,25,138.86,68.17,5,Sunny,0,75.21,Summer
2023-08-23,S001,P0003,Food,North,91,153,11,160.6,73.06,0,Cloudy,0,69.98,Summer
2023-08-24,S001,P0003,Food,North,65,139,77,147.04,71.91,5,Sunny,0,68.01,Summer
2023-08-25,S001,P0003,Food,North,138,131,46,121.79,69.97,0,Snowy,0,69.84,Summer
2023-08-26,S001,P0003,Food,North,121,260,41,277.2,68.64,0,Sunny,1,74.82,Summer
2023-08-27,S001,P0003,Food,North,66,203,123,192.38,74.06,15,Rainy,0,75.9,Summer
2023-08-28,S001,P0003,Food,North,489,217,191,215.47,71.3,20,Sunny,1,74.31,Summer
2023-08-29,S001,P0003,Food,North,159,155,98,159.06,73.07,0,Cloudy,0,73.08,Summer
2023-08-30,S001,P0003,Food,North,81,132,56,140.46,73.76,5,Cloudy,0,81.75,Summer
2023-08-31,S001,P0003,Food,North,117,138,91,143.92,70.17,10,Snowy,0,74.12,Summer
2023-09-01,S001,P0003,Food,North,58,106,26,106.73,72.35,0,Sunny,0,70.92,Autumn
2023-09-02,S001,P0003,Food,North,488,110,4,114.95,68.61,5,Sunny,0,62.31,Autumn
2023-09-03,S001,P0003,Food,North,436,118,24,123.54,68.73,10,Rainy,0,73.46,Autumn
2023-09-04,S001,P0003,Food,North,474,102,134,104.09,73.49,20,Cloudy,0,80.34,Autumn
2023-09-05,S001,P0003,Food,North,449,102,51,104.83,70.6,15,Sunny,0,77.82,Autumn
2023-09-06,S001,P0003,Food,North,308,103,32,103.28,67.9,5,Snowy,0,74.25,Autumn
2023-09-07,S001,P0003,Food,North,88,90,90,89.79,73.63,0,Snowy,0,70.55,Autumn
2023-09-08,S001,P0003,Food,North,286,96,188,87.48,69.56,5,Sunny,0,77.48,Autumn
2023-09-09,S001,P0003,Food,North,278,179,60,188.16,69.77,0,Cloudy,1,63.41,Autumn
2023-09-10,S001,P0003,Food,North,172,128,85,129.77,67.39,10,Sunny,0,71.49,Autumn
2023-09-11,S001,P0003,Food,North,174,104,40,106.96,71.99,20,Sunny,0,72.0,Autumn
2023-09-12,S001,P0003,Food,North,449,105,36,101.69,72.15,20,Snowy,0,73.21,Autumn
2023-09-13,S001,P0003,Food,North,425,88,163,89.37,70.99,0,Sunny,0,67.44,Autumn
2023-09-14,S001,P0003,Food,North,79,110,102,104.99,72.49,10,Sunny,0,74.59,Autumn
2023-09-15,S001,P0003,Food,North,269,115,120,106.75,71.28,10,Snowy,0,72.69,Autumn
2023-09-16,S001,P0003,Food,North,133,129,76,141.81,73.6,20,Rainy,0,76.16,Autumn
2023-09-17,S001,P0003,Food,North,388,117,174,105.45,67.6,10,Cloudy,0,73.13,Autumn
2023-09-18,S001,P0003,Food,North,161,132,94,143.99,70.42,10,Rainy,1,77.56,Autumn
2023-09-19,S001,P0003,Food,North,355,93,123,101.01,74.23,20,Rainy,0,67.81,Autumn
2023-09-20,S001,P0003,Food,North,313,156,85,144.8,71.09,0,Rainy,1,68.39,Autumn
2023-09-21,S001,P0003,Food,North,139,97,58,101.4,71.24,15,Sunny,0,64.97,Autumn
2023-09-22,S001,P0003,Food,North,347,93,192,86.09,67.35,15,Sunny,0,72.45,Autumn
2023-09-23,S001,P0003,Food,North,219,117,60,120.97,70.93,0,Sunny,0,72.68,Autumn
2023-09-24,S001,P0003,Food,North,248,124,16,124.69,73.39,10,Sunny,0,76.0,Autumn
2023-09-25,S001,P0003,Food,North,71,99,64,95.01,70.58,20,Rainy,0,66.0,Autumn
2023-09-26,S001,P0003,Food,North,187,109,65,111.89,70.35,15,Sunny,0,72.69,Autumn
2023-09-27,S001,P0003,Food,North,200,104,45,112.82,69.33,20,Sunny,0,70.68,Autumn
2023-09-28,S001,P0003,Food,North,357,95,27,103.3,71.87,0,Snowy,0,66.46,Autumn
2023-09-29,S001,P0003,Food,North,474,87,76,83.84,72.92,20,Sunny,0,81.51,Autumn
2023-09-30,S001,P0003,Food,North,280,129,114,118.77,68.94,0,Sunny,0,64.47,Autumn
2023-10-01,S001,P0003,Food,North,402,118,166,127.58,69.04,10,Cloudy,0,66.63,Autumn
2023-10-02,S001,P0003,Food,North,399,111,75,120.86,70.45,20,Snowy,0,71.48,Autumn
2023-10-03,S001,P0003,Food,North,163,140,131,127.0,68.67,20,Cloudy,1,71.34,Autumn
2023-10-04,S001,P0003,Food,North,62,79,162,73.18,68.93,20,Snowy,0,64.44,Autumn
2023-10-05,S001,P0003,Food,North,350,92,163,84.98,67.49,5,Sunny,0,63.44,Autumn
2023-10-06,S001,P0003,Food,North,232,89,76,91.87,71.29,10,Cloudy,0,69.74,Autumn
2023-10-07,S001,P0003,Food,North,233,118,171,115.69,67.35,15,Snowy,0,62.22,Autumn
2023-10-08,S001,P0003,Food,North,345,131,2,133.9,72.55,20,Rainy,0,71.43,Autumn
2023-10-09,S001,P0003,Food,North,439,102,165,107.03,70.0,5,Sunny,0,70.21,Autumn
2023-10-10,S001,P0003,Food,North,195,112,110,111.59,69.97,0,Sunny,0,66.2,Autumn
2023-10-11,S001,P0003,Food,North,84,147,27,158.66,72.26,0,Snowy,1,68.06,Autumn
2023-10-12,S001,P0003,Food,North,382,87,126,79.07,69.16,10,Sunny,0,63.02,Autumn
2023-10-13,S001,P0003,Food,North,352,101,183,99.24,70.05,10,Cloudy,0,62.47,Autumn
2023-10-14,S001,P0003,Food,North,284,188,92,184.65,68.11,0,Cloudy,1,71.58,Autumn
2023-10-15,S001,P0003,Food,North,100,107,80,101.88,67.81,0,Rainy,0,73.73,Autumn
2023-10-16,S001,P0003,Food,North,158,101,119,91.65,72.7,0,Cloudy,0,65.95,Autumn
2023-10-17,S001,P0003,Food,North,256,95,23,92.41,74.32,5,Rainy,0,81.48,Autumn
2023-10-18,S001,P0003,Food,North,360,90,146,86.02,71.67,15,Cloudy,0,64.16,Autumn
2023-10-19,S001,P0003,Food,North,180,95,101,95.57,67.65,5,Cloudy,0,73.03,Autumn
2023-10-20,S001,P0003,Food,North,142,92,43,83.37,70.57,20,Rainy,0,62.66,Autumn
2023-10-21,S001,P0003,Food,North,271,114,114,108.51,73.59,10,Cloudy,0,65.39,Autumn
2023-10-22,S001,P0003,Food,North,126,108,181,101.53,67.38,20,Cloudy,0,70.42,Autumn
2023-10-23,S001,P0003,Food,North,443,84,12,88.77,70.36,10,Sunny,0,75.29,Autumn
2023-10-24,S001,P0003,Food,North,51,89,177,82.18,69.19,5,Cloudy,0,64.37,Autumn
2023-10-25,S001,P0003,Food,North,261,103,152,107.54,73.68,5,Cloudy,0,66.53,Autumn
2023-10-26,S001,P0003,Food,North,51,83,87,85.89,72.61,5,Sunny,0,75.62,Autumn
2023-10-27,S001,P0003,Food,North,285,106,127,111.77,70.07,5,Rainy,0,72.05,Autumn
2023-10-28,S001,P0003,Food,North,197,118,28,116.92,73.21,10,Rainy,0,68.18,Autumn
2023-10-29,S001,P0003,Food,North,120,191,69,174.17,72.75,15,Rainy,1,70.62,Autumn
2023-10-30,S001,P0003,Food,North,460,92,11,83.77,73.0,0,Snowy,0,80.75,Autumn
2023-10-31,S001,P0003,Food,North,82,105,61,111.42,67.97,10,Sunny,0,74.01,Autumn
2023-11-01,S001,P0003,Food,North,61,149,62,157.98,74.05,0,Cloudy,0,71.14,Autumn
2023-11-02,S001,P0003,Food,North,344,148,22,136.83,70.65,15,Rainy,0,68.9,Autumn
2023-11-03,S001,P0003,Food,North,392,158,97,146.3,68.73,0,Rainy,0,61.62,Autumn
2023-11-04,S001,P0003,Food,North,235,172,97,179.93,69.25,5,Cloudy,0,76.41,Autumn
2023-11-05,S001,P0003,Food,North,341,198,47,199.21,72.48,5,Snowy,0,79.16,Autumn
2023-11-06,S001,P0003,Food,North,303,143,5,132.55,70.39,20,Cloudy,0,63.35,Autumn
2023-11-07,S001,P0003,Food,North,299,175,75,171.11,73.03,10,Snowy,0,80.23,Autumn
2023-11-08,S001,P0003,Food,North,277,133,65,136.37,70.28,5,Rainy,0,63.96,Autumn
2023-11-09,S001,P0003,Food,North,115,150,166,144.38,69.59,10,Snowy,0,71.18,Autumn
2023-11-10,S001,P0003,Food,North,134,146,138,160.16,74.25,15,Sunny,0,71.37,Autumn
2023-11-11,S001,P0003,Food,North,403,286,136,289.84,67.48,20,Rainy,1,65.43,Autumn
2023-11-12,S001,P0003,Food,North,373,173,8,179.61,67.7,10,Rainy,0,73.8,Autumn
2023-11-13,S001,P0003,Food,North,438,145,121,133.82,71.15,10,Snowy,0,75.95,Autumn
2023-11-14,S001,P0003,Food,North,483,149,131,137.17,68.96,10,Snowy,0,68.95,Autumn
2023-11-15,S001,P0003,Food,North,68,155,94,161.88,71.3,0,Cloudy,0,64.31,Autumn
2023-11-16,S001,P0003,Food,North,367,212,98,232.64,72.95,0,Snowy,1,75.59,Autumn
2023-11-17,S001,P0003,Food,North,178,159,7,149.4,73.69,10,Sunny,0,65.84,Autumn
2023-11-18,S001,P0003,Food,North,284,163,82,154.0,69.34,5,Snowy,0,77.51,Autumn
2023-11-19,S001,P0003,Food,North,336,172,59,159.45,69.59,5,Sunny,0,63.25,Autumn
2023-11-20,S001,P0003,Food,North,249,137,156,142.18,69.73,10,Snowy,0,64.56,Autumn
2023-11-21,S001,P0003,Food,North,415,148,191,161.23,71.95,0,Rainy,0,78.42,Autumn
2023-11-22,S001,P0003,Food,North,129,158,164,170.58,74.19,15,Sunny,0,71.82,Autumn
2023-11-23,S001,P0003,Food,North,83,231,6,219.41,72.94,0,Rainy,1,73.84,Autumn
2023-11-24,S001,P0003,Food,North,135,152,133,136.94,68.14,20,Cloudy,0,73.0,Autumn
2023-11-25,S001,P0003,Food,North,118,182,189,186.7,72.23,5,Cloudy,0,75.87,Autumn
2023-11-26,S001,P0003,Food,North,446,167,61,161.42,67.42,20,Cloudy,0,62.83,Autumn
2023-11-27,S001,P0003,Food,North,473,163,134,166.71,69.03,20,Snowy,0,68.99,Autumn
2023-11-28,S001,P0003,Food,North,464,147,107,141.7,73.63,5,Cloudy,0,75.48,Autumn
2023-11-29,S001,P0003,Food,North,142,150,72,154.48,68.2,5,Cloudy,0,60.57,Autumn
2023-11-30,S001,P0003,Food,North,467,167,172,157.84,71.56,10,Cloudy,0,76.89,Autumn
2023-12-01,S001,P0003,Food,North,69,159,49,168.05,70.42,20,Sunny,0,75.01,Winter
2023-12-02,S001,P0003,Food,North,217,185,53,167.55,71.62,0,Sunny,0,76.58,Winter
2023-12-03,S001,P0003,Food,North,349,167,149,156.27,67.54,10,Snowy,0,66.22,Winter
2023-12-04,S001,P0003,Food,North,131,159,153,144.03,70.63,5,Cloudy,0,68.86,Winter
2023-12-05,S001,P0003,Food,North,396,155,51,143.56,73.32,0,Rainy,0,77.04,Winter
2023-12-06,S001,P0003,Food,North,201,157,148,168.44,72.01,20,Rainy,0,65.56,Winter
2023-12-07,S001,P0003,Food,North,66,132,113,134.85,68.45,5,Cloudy,0,62.92,Winter
2023-12-08,S001,P0003,Food,North,267,141,116,151.71,67.44,15,Snowy,0,66.92,Winter
2023-12-09,S001,P0003,Food,North,375,183,146,175.02,68.65,20,Sunny,0,61.26,Winter
2023-12-10,S001,P0003,Food,North,449,197,179,177.71,73.0,20,Sunny,0,76.57,Winter
2023-12-11,S001,P0003,Food,North,335,142,184,148.92,70.62,10,Rainy,0,68.72,Winter
2023-12-12,S001,P0003,Food,North,276,149,166,146.72,68.86,5,Sunny,0,63.42,Winter
2023-12-13,S001,P0003,Food,North,221,145,91,140.16,70.73,0,Snowy,0,63.77,Winter
2023-12-14,S001,P0003,Food,North,68,158,82,164.81,67.89,0,Snowy,0,71.22,Winter
2023-12-15,S001,P0003,Food,North,486,164,181,178.15,74.02,20,Sunny,0,74.7,Winter
2023-12-16,S001,P0003,Food,North,440,178,36,168.8,68.73,15,Rainy,0,69.11,Winter
2023-12-17,S001,P0003,Food,North,474,176,130,171.72,68.43,15,Rainy,0,70.57,Winter
2023-12-18,S001,P0003,Food,North,235,159,167,146.82,70.22,20,Sunny,0,66.99,Winter
2023-12-19,S001,P0003,Food,North,473,155,31,169.31,67.7,20,Cloudy,0,65.0,Winter
2023-12-20,S001,P0003,Food,North,256,134,61,140.63,71.99,20,Sunny,0,72.73,Winter
2023-12-21,S001,P0003,Food,North,225,132,141,125.19,74.22,5,Cloudy,0,81.28,Winter
2023-12-22,S001,P0003,Food,North,190,157,183,145.75,72.42,0,Rainy,0,70.37,Winter
2023-12-23,S001,P0003,Food,North,231,184,13,202.24,73.63,20,Cloudy,0,70.25,Winter
2023-12-24,S001,P0003,Food,North,360,179,43,171.19,74.08,15,Snowy,0,68.23,Winter
2023-12-25,S001,P0003,Food,North,352,144,28,129.69,71.85,20,Snowy,0,79.23,Winter
2023-12-26,S001,P0003,Food,North,221,153,100,140.5,72.35,20,Sunny,0,67.69,Winter
2023-12-27,S001,P0003,Food,North,431,146,154,139.8,70.57,5,Snowy,0,69.33,Winter
2023-12-28,S001,P0003,Food,North,308,154,50,148.13,67.41,5,Rainy,0,61.8,Winter
2023-12-29,S001,P0003,Food,North,227,147,138,153.25,68.56,5,Cloudy,0,65.59,Winter
2023-12-30,S001,P0003,Food,North,387,187,98,185.4,74.02,20,Sunny,0,73.17,Winter
2023-12-31,S001,P0003,Food,North,57,177,3,173.17,71.05,20,Snowy,0,79.04,Winter
2023-01-01,S001,P0004,Sports,North,234,49,41,47.27,18.87,20,Rainy,0,20.63,Winter
2023-01-02,S001,P0004,Sports,North,335,46,87,47.46,18.66,15,Rainy,0,20.07,Winter
2023-01-03,S001,P0004,Sports,North,270,49,171,53.6,18.97,20,Sunny,0,18.32,Winter
2023-01-04,S001,P0004,Sports,North,142,57,104,53.24,17.95,0,Sunny,1,18.74,Winter
